N,종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE,Detail URL,CODE
245,서희건설,"1,040",5,+0.48%,500,"2,154","207,081",10.33,"1,189,112",3.26,18.62,https://finance.naver.com/item/main.nhn?code=035890,035890
246,동성화인텍,"7,960",170,+2.18%,500,"2,148","26,984",3.67,"422,058",12.74,19.99,https://finance.naver.com/item/main.nhn?code=033500,033500
257,펌텍코리아,"16,600",650,+4.08%,500,"2,058","12,400",0.60,"212,374",9.99,18.07,https://finance.naver.com/item/main.nhn?code=251970,251970
260,크리스에프앤씨,"17,450",400,+2.35%,"1,000","2,044","11,715",0.03,"4,578",8.24,11.77,https://finance.naver.com/item/main.nhn?code=110790,110790
265,신흥에스이씨,"30,200",300,+1.00%,"2,500","2,030","6,722",1.41,"35,892",12.35,17.29,https://finance.naver.com/item/main.nhn?code=243840,243840
270,올리패스,"12,500",500,-3.85%,500,"1,996","15,969",0.33,"89,318",-3.78,588.12,https://finance.naver.com/item/main.nhn?code=244460,244460
273,에스에이엠티,"1,980",0,0.00%,500,"1,980","99,995",6.21,"540,718",5.27,16.62,https://finance.naver.com/item/main.nhn?code=031330,031330
276,와이엔텍,"10,800",100,+0.93%,500,"1,966","18,200",4.81,"304,469",10.67,14.66,https://finance.naver.com/item/main.nhn?code=067900,067900
282,진로발효,"29,050",400,+1.40%,500,"1,923","6,621",10.57,"26,431",14.83,15.81,https://finance.naver.com/item/main.nhn?code=018120,018120
286,피앤이솔루션,"13,000",350,+2.77%,500,"1,888","14,523",2.49,"452,094",11.86,21.81,https://finance.naver.com/item/main.nhn?code=131390,131390
288,도이치모터스,"6,730",0,0.00%,500,"1,887","28,037",3.66,"210,624",3.30,26.20,https://finance.naver.com/item/main.nhn?code=067990,067990
290,인탑스,"10,950",0,0.00%,500,"1,883","17,200",32.60,"76,262",5.28,8.50,https://finance.naver.com/item/main.nhn?code=049070,049070
291,윈스,"15,450",150,-0.96%,500,"1,876","12,140",6.67,"165,269",12.80,13.62,https://finance.naver.com/item/main.nhn?code=136540,136540
292,엠에스오토텍,"5,450",70,+1.30%,500,"1,865","34,227",0.75,"938,263",9.89,13.84,https://finance.naver.com/item/main.nhn?code=123040,123040
294,멀티캠퍼스,"31,350",150,+0.48%,500,"1,858","5,927",4.39,"9,113",9.97,18.19,https://finance.naver.com/item/main.nhn?code=067280,067280
295,민앤지,"14,350",50,-0.35%,500,"1,820","12,682",9.85,"82,526",10.80,15.71,https://finance.naver.com/item/main.nhn?code=214180,214180
298,한양이엔지,"10,050",50,+0.50%,500,"1,809","18,000",8.47,"85,537",6.12,9.34,https://finance.naver.com/item/main.nhn?code=045100,045100
306,대한약품,"29,750",100,+0.34%,500,"1,785","6,000",14.61,"13,713",6.34,18.34,https://finance.naver.com/item/main.nhn?code=023910,023910
309,디지털대성,"7,740",0,0.00%,500,"1,749","22,599",4.58,"92,970",11.69,19.70,https://finance.naver.com/item/main.nhn?code=068930,068930
314,켐트로닉스,"11,800",300,+2.61%,500,"1,720","14,572",4.02,"635,849",10.17,18.50,https://finance.naver.com/item/main.nhn?code=089010,089010
316,금화피에스시,"28,400",50,+0.18%,500,"1,704","6,000",28.74,"3,644",6.16,12.04,https://finance.naver.com/item/main.nhn?code=036190,036190
320,동구바이오제약,"17,600",50,+0.28%,500,"1,690","9,604",1.27,"66,595",11.20,19.15,https://finance.naver.com/item/main.nhn?code=006620,006620
325,SV인베스트먼트,"3,105",90,-2.82%,500,"1,653","53,234",0.00,"4,143,327",-310.50,19.34,https://finance.naver.com/item/main.nhn?code=289080,289080
327,하이록코리아,"12,100",200,+1.68%,500,"1,647","13,613",44.29,"41,269",12.78,3.81,https://finance.naver.com/item/main.nhn?code=013030,013030
330,게임빌,"24,700",50,-0.20%,500,"1,629","6,595",6.88,"17,481",12.01,5.54,https://finance.naver.com/item/main.nhn?code=063080,063080
333,에프에스티,"8,010",140,+1.78%,500,"1,621","20,234",2.47,"409,197",8.87,17.52,https://finance.naver.com/item/main.nhn?code=036810,036810
335,야스,"12,300",600,+5.13%,500,"1,606","13,058",2.77,"92,162",9.84,11.22,https://finance.naver.com/item/main.nhn?code=255440,255440
338,피에스케이홀딩스,"7,380",170,+2.36%,500,"1,591","21,562",2.03,"23,221",8.09,4.66,https://finance.naver.com/item/main.nhn?code=031980,031980
342,한국캐피탈,499,3,+0.60%,500,"1,575","315,610",0.14,"510,535",4.80,7.81,https://finance.naver.com/item/main.nhn?code=023760,023760
345,프로텍,"14,250",150,+1.06%,500,"1,568","11,000",8.65,"70,790",4.07,19.94,https://finance.naver.com/item/main.nhn?code=053610,053610
353,와이엠티,"20,950",550,+2.70%,500,"1,551","7,405",1.60,"26,065",11.82,18.60,https://finance.naver.com/item/main.nhn?code=251370,251370
363,유니셈,"4,970",75,+1.53%,500,"1,524","30,664",8.36,"477,724",6.92,18.57,https://finance.naver.com/item/main.nhn?code=036200,036200
367,양지사,"9,410",20,-0.21%,500,"1,504","15,980",0.19,"11,171",1.23,3.44,https://finance.naver.com/item/main.nhn?code=030960,030960
368,오성첨단소재,"2,425",30,-1.22%,500,"1,503","61,966",0.72,"2,510,733",9.15,9.68,https://finance.naver.com/item/main.nhn?code=052420,052420
374,삼지전자,"9,090",60,+0.66%,500,"1,483","16,319",2.68,"135,719",10.71,7.12,https://finance.naver.com/item/main.nhn?code=037460,037460
375,아주IB투자,"1,245",5,-0.40%,500,"1,478","118,714",0.43,"784,121",9.09,10.07,https://finance.naver.com/item/main.nhn?code=027360,027360
376,유비쿼스,"28,750",150,-0.52%,500,"1,473","5,124",3.87,"37,434",13.22,13.24,https://finance.naver.com/item/main.nhn?code=264450,264450
377,KMH,"6,480",530,+8.91%,500,"1,469","22,668",2.49,"491,251",9.70,7.13,https://finance.naver.com/item/main.nhn?code=122450,122450
378,오텍,"9,530",250,+2.69%,500,"1,467","15,392",13.93,"505,098",13.73,7.58,https://finance.naver.com/item/main.nhn?code=067170,067170
380,KG ETS,"4,050",150,-3.57%,500,"1,458","36,000",2.43,"1,547,266",1.48,49.53,https://finance.naver.com/item/main.nhn?code=151860,151860
385,어보브반도체,"8,290",140,+1.72%,500,"1,447","17,460",7.63,"839,208",10.82,15.80,https://finance.naver.com/item/main.nhn?code=102120,102120
387,탑엔지니어링,"9,050",280,-3.00%,500,"1,446","15,976",11.52,"1,041,324",4.01,18.76,https://finance.naver.com/item/main.nhn?code=065130,065130
393,우주일렉트로,"14,400",450,-3.03%,500,"1,431","9,934",9.87,"184,293",12.13,6.37,https://finance.naver.com/item/main.nhn?code=065680,065680
396,리드코프,"5,380",60,+1.13%,500,"1,423","26,446",10.10,"115,113",3.51,11.57,https://finance.naver.com/item/main.nhn?code=012700,012700
400,비츠로테크,"6,350",310,+5.13%,500,"1,419","22,354",0.69,"1,145,591",8.51,11.37,https://finance.naver.com/item/main.nhn?code=042370,042370
404,평화정공,"6,720",0,0.00%,500,"1,411","21,000",8.09,"50,787",4.46,5.65,https://finance.naver.com/item/main.nhn?code=043370,043370
405,덕산하이메탈,"6,200",380,+6.53%,200,"1,409","22,719",1.40,"305,796",12.53,5.67,https://finance.naver.com/item/main.nhn?code=077360,077360
407,대한뉴팜,"9,740",10,-0.10%,500,"1,398","14,355",1.47,"107,531",9.17,29.27,https://finance.naver.com/item/main.nhn?code=054670,054670
409,미래에셋벤처투자,"3,015",50,+1.69%,"1,000","1,387","46,001",0.63,"5,184,871",9.73,10.18,https://finance.naver.com/item/main.nhn?code=100790,100790
411,창해에탄올,"15,000",600,+4.17%,500,"1,379","9,191",3.94,"7,248,601",6.44,18.59,https://finance.naver.com/item/main.nhn?code=004650,004650
412,티에스이,"12,450",50,-0.40%,500,"1,377","11,061",5.66,"24,548",8.52,10.33,https://finance.naver.com/item/main.nhn?code=131290,131290
416,세운메디칼,"3,105",5,+0.16%,100,"1,360","43,800",1.68,"194,282",14.38,10.44,https://finance.naver.com/item/main.nhn?code=100700,100700
422,라이온켐텍,"7,110",40,+0.57%,500,"1,343","18,894",2.60,"3,123",12.54,10.14,https://finance.naver.com/item/main.nhn?code=171120,171120
424,디아이티,"7,090",70,+1.00%,100,"1,340","18,900",1.04,"53,400",10.17,7.85,https://finance.naver.com/item/main.nhn?code=110990,110990
429,진성티이씨,"5,790",170,+3.02%,500,"1,302","22,482",3.03,"266,791",5.91,16.91,https://finance.naver.com/item/main.nhn?code=036890,036890
430,대명소노시즌,"1,290",30,+2.38%,500,"1,300","100,800",1.82,"642,859",2.04,47.52,https://finance.naver.com/item/main.nhn?code=007720,007720
432,삼보판지,"8,010",300,+3.89%,500,"1,295","16,170",2.42,"178,671",4.50,8.37,https://finance.naver.com/item/main.nhn?code=023600,023600
433,KCC건설,"6,040",10,-0.17%,"5,000","1,293","21,400",4.16,"38,886",4.58,7.72,https://finance.naver.com/item/main.nhn?code=021320,021320
435,나이스디앤비,"8,380",200,+2.44%,500,"1,291","15,400",42.16,"50,493",12.22,21.19,https://finance.naver.com/item/main.nhn?code=130580,130580
437,GST,"13,800",350,+2.60%,500,"1,286","9,318",4.88,"413,251",7.19,19.83,https://finance.naver.com/item/main.nhn?code=083450,083450
438,네오위즈홀딩스,"14,400",100,+0.70%,500,"1,275","8,857",8.01,"9,725",6.14,6.57,https://finance.naver.com/item/main.nhn?code=042420,042420
439,우원개발,"7,050",60,-0.84%,500,"1,274","18,074",0.16,"1,998,252",8.58,19.50,https://finance.naver.com/item/main.nhn?code=046940,046940
442,제노레이,"8,720",130,-1.47%,500,"1,269","14,554",5.15,"628,782",8.94,25.33,https://finance.naver.com/item/main.nhn?code=122310,122310
454,메가스터디,"10,400",100,-0.95%,500,"1,240","11,921",34.08,"135,500",9.78,4.83,https://finance.naver.com/item/main.nhn?code=072870,072870
455,덕우전자,"7,770",20,+0.26%,500,"1,238","15,930",1.00,"324,542",14.10,10.43,https://finance.naver.com/item/main.nhn?code=263600,263600
456,동국S&C,"2,165",15,+0.70%,500,"1,237","57,143",2.09,"181,781",12.96,3.69,https://finance.naver.com/item/main.nhn?code=100130,100130
472,흥구석유,"7,990",410,+5.41%,100,"1,198","15,000",0.50,"4,417,565",14.45,11.25,https://finance.naver.com/item/main.nhn?code=024060,024060
476,GRT,"1,770",5,+0.28%,0,"1,193","67,375",68.31,"271,966",1.80,15.94,https://finance.naver.com/item/main.nhn?code=900290,900290
477,알리코제약,"12,150",400,-3.19%,500,"1,192","9,815",0.86,"88,095",11.67,15.10,https://finance.naver.com/item/main.nhn?code=260660,260660
479,토비스,"7,110",160,+2.30%,500,"1,189","16,717",13.98,"180,257",5.39,11.88,https://finance.naver.com/item/main.nhn?code=051360,051360
480,디에이치피코리아,"7,160",20,+0.28%,500,"1,186","16,565",4.31,"67,354",8.13,14.41,https://finance.naver.com/item/main.nhn?code=131030,131030
483,매일홀딩스,"8,630",50,-0.58%,500,"1,184","13,718",3.22,"39,497",5.24,8.01,https://finance.naver.com/item/main.nhn?code=005990,005990
484,레드캡투어,"13,750",50,+0.36%,500,"1,181","8,589",12.48,"17,837",5.31,14.22,https://finance.naver.com/item/main.nhn?code=038390,038390
495,에스텍파마,"9,670",170,-1.73%,500,"1,151","11,898",5.00,"245,973",7.55,15.87,https://finance.naver.com/item/main.nhn?code=041910,041910
497,동국산업,"2,105",10,+0.48%,"1,000","1,142","54,244",3.39,"214,890",8.42,3.58,https://finance.naver.com/item/main.nhn?code=005160,005160
498,푸른저축은행,"7,570",180,+2.44%,"1,000","1,142","15,083",2.64,"32,228",4.64,9.59,https://finance.naver.com/item/main.nhn?code=007330,007330
499,옵트론텍,"4,820",10,+0.21%,500,"1,141","23,676",4.04,"383,622",10.86,9.79,https://finance.naver.com/item/main.nhn?code=082210,082210
501,월덱스,"6,890",130,+1.92%,500,"1,138","16,511",2.44,"332,834",5.84,24.22,https://finance.naver.com/item/main.nhn?code=101160,101160
502,한국경제TV,"4,945",205,-3.98%,500,"1,137","23,000",3.85,"326,297",7.57,13.01,https://finance.naver.com/item/main.nhn?code=039340,039340
504,텔레칩스,"8,400",40,+0.48%,500,"1,134","13,506",9.40,"172,820",13.64,8.32,https://finance.naver.com/item/main.nhn?code=054450,054450
508,메카로,"11,100",300,+2.78%,500,"1,121","10,101",0.60,"27,711",13.55,5.89,https://finance.naver.com/item/main.nhn?code=241770,241770
513,에스피지,"5,300",50,-0.93%,500,"1,106","20,877",2.44,"76,882",14.89,5.76,https://finance.naver.com/item/main.nhn?code=058610,058610
518,시공테크,"5,480",110,-1.97%,500,"1,099","20,048",0.97,"25,211",7.16,15.13,https://finance.naver.com/item/main.nhn?code=020710,020710
520,KCI,"9,740",40,+0.41%,500,"1,098","11,270",1.67,"56,894",9.62,18.92,https://finance.naver.com/item/main.nhn?code=036670,036670
532,삼양옵틱스,"10,650",0,0.00%,500,"1,075","10,090",1.27,"40,845",7.91,35.97,https://finance.naver.com/item/main.nhn?code=225190,225190
540,영풍정밀,"6,740",60,+0.90%,500,"1,062","15,750",6.17,"26,125",8.44,4.42,https://finance.naver.com/item/main.nhn?code=036560,036560
542,삼목에스폼,"7,200",0,0.00%,500,"1,058","14,700",4.91,"21,578",7.73,4.07,https://finance.naver.com/item/main.nhn?code=018310,018310
543,코위버,"10,800",50,+0.47%,500,"1,058","9,797",3.32,"277,338",5.13,18.91,https://finance.naver.com/item/main.nhn?code=056360,056360
544,국보디자인,"14,100",0,0.00%,500,"1,058","7,500",10.98,"17,602",6.63,13.75,https://finance.naver.com/item/main.nhn?code=066620,066620
550,대양전기공업,"10,900",50,+0.46%,500,"1,043","9,567",3.28,"27,671",8.35,6.19,https://finance.naver.com/item/main.nhn?code=108380,108380
552,에스엔유,"3,030",15,-0.49%,500,"1,040","34,323",2.40,"184,237",13.47,6.92,https://finance.naver.com/item/main.nhn?code=080000,080000
560,서한,"1,020",20,+2.00%,500,"1,029","100,895",7.69,"433,916",10.41,3.28,https://finance.naver.com/item/main.nhn?code=011370,011370
562,힘스,"18,100",50,+0.28%,500,"1,024","5,656",0.81,"38,403",12.12,14.90,https://finance.naver.com/item/main.nhn?code=238490,238490
564,서호전기,"19,850",500,+2.58%,500,"1,022","5,150",1.95,"20,395",6.68,22.33,https://finance.naver.com/item/main.nhn?code=065710,065710
565,디와이피엔에프,"9,520",170,+1.82%,500,"1,020","10,714",2.90,"48,110",4.82,36.00,https://finance.naver.com/item/main.nhn?code=104460,104460
566,아바코,"6,370",30,-0.47%,500,"1,019","15,997",4.64,"138,621",5.20,15.70,https://finance.naver.com/item/main.nhn?code=083930,083930
571,정상제이엘에스,"6,420",20,+0.31%,500,"1,006","15,678",1.77,"20,414",13.13,12.20,https://finance.naver.com/item/main.nhn?code=040420,040420
572,한컴MDS,"11,400",50,+0.44%,500,"1,006","8,829",14.69,"114,393",12.39,7.38,https://finance.naver.com/item/main.nhn?code=086960,086960
573,서원인텍,"5,410",80,+1.50%,500,"1,006","18,600",7.83,"64,010",8.05,7.97,https://finance.naver.com/item/main.nhn?code=093920,093920
576,제이씨케미칼,"4,515",45,-0.99%,500,"1,003","22,209",1.06,"297,403",8.36,13.79,https://finance.naver.com/item/main.nhn?code=137950,137950
577,SBI인베스트먼트,617,3,+0.49%,500,"1,000","162,067",6.29,"517,148",8.81,12.85,https://finance.naver.com/item/main.nhn?code=019550,019550
578,대원,"8,620",10,-0.12%,500,999,"11,588",0.22,"51,493",10.21,3.38,https://finance.naver.com/item/main.nhn?code=007680,007680
583,제우스,"9,580",190,+2.02%,500,995,"10,384",10.15,"64,688",7.13,6.43,https://finance.naver.com/item/main.nhn?code=079370,079370
584,크리스탈신소재,"1,465",25,-1.68%,0,993,"67,784",24.34,"1,175,458",4.39,9.01,https://finance.naver.com/item/main.nhn?code=900250,900250
592,에스텍,"8,960",60,+0.67%,500,978,"10,910",53.05,"11,343",5.69,11.74,https://finance.naver.com/item/main.nhn?code=069510,069510
606,빅솔론,"4,940",0,0.00%,500,950,"19,239",8.18,"2,313",9.90,6.57,https://finance.naver.com/item/main.nhn?code=093190,093190
608,액트로,"9,450",40,+0.43%,500,948,"10,030",3.38,"71,550",6.47,21.00,https://finance.naver.com/item/main.nhn?code=290740,290740
609,엘엠에스,"10,650",100,-0.93%,500,947,"8,896",9.40,"109,831",8.53,9.17,https://finance.naver.com/item/main.nhn?code=073110,073110
610,제이엔케이히터,"4,235",45,+1.07%,500,946,"22,341",1.11,"415,226",11.93,10.11,https://finance.naver.com/item/main.nhn?code=126880,126880
618,오션브릿지,"9,390",100,+1.08%,500,939,"10,003",0.56,"53,803",8.72,17.69,https://finance.naver.com/item/main.nhn?code=241790,241790
619,오공,"5,540",40,+0.73%,500,939,"16,942",3.01,"829,478",12.53,9.79,https://finance.naver.com/item/main.nhn?code=045060,045060
622,DMS,"4,055",65,+1.63%,500,935,"23,062",5.22,"137,594",5.41,10.88,https://finance.naver.com/item/main.nhn?code=068790,068790
623,연이정보통신,"4,945",75,-1.49%,500,935,"18,899",1.12,"413,207",12.39,9.34,https://finance.naver.com/item/main.nhn?code=090740,090740
624,액토즈소프트,"8,240",10,+0.12%,500,934,"11,331",51.91,"42,047",4.50,19.76,https://finance.naver.com/item/main.nhn?code=052790,052790
630,유아이엘,"4,250",10,-0.23%,500,926,"21,785",8.34,"39,161",11.18,4.92,https://finance.naver.com/item/main.nhn?code=049520,049520
633,휴비츠,"7,760",60,-0.77%,500,922,"11,883",6.39,"77,233",11.70,9.16,https://finance.naver.com/item/main.nhn?code=065510,065510
635,케이프,"3,205",25,+0.79%,500,919,"28,662",1.26,"802,989",12.33,4.49,https://finance.naver.com/item/main.nhn?code=064820,064820
637,대원산업,"4,540",20,+0.44%,500,910,"20,038",13.73,"15,180",2.33,13.32,https://finance.naver.com/item/main.nhn?code=005710,005710
640,바이오스마트,"4,475",310,+7.44%,500,896,"20,015",2.11,"998,696",4.04,23.82,https://finance.naver.com/item/main.nhn?code=038460,038460
644,가온미디어,"5,910",40,+0.68%,500,891,"15,074",11.07,"115,310",4.92,12.08,https://finance.naver.com/item/main.nhn?code=078890,078890
648,정산애강,"1,705",35,+2.10%,500,883,"51,795",1.73,"354,935",7.68,14.90,https://finance.naver.com/item/main.nhn?code=022220,022220
649,대양제지,"3,280",140,+4.46%,500,881,"26,850",3.03,"182,146",3.74,19.02,https://finance.naver.com/item/main.nhn?code=006580,006580
651,이랜텍,"3,995",15,-0.37%,500,878,"21,985",3.65,"99,011",7.00,7.92,https://finance.naver.com/item/main.nhn?code=054210,054210
656,동운아나텍,"5,550",20,+0.36%,500,875,"15,759",1.07,"289,638",12.31,29.12,https://finance.naver.com/item/main.nhn?code=094170,094170
657,코콤,"4,980",10,+0.20%,500,873,"17,530",2.00,"28,707",10.62,7.12,https://finance.naver.com/item/main.nhn?code=015710,015710
658,서린바이오,"10,900",50,-0.46%,500,872,"8,001",1.82,"205,381",9.69,15.67,https://finance.naver.com/item/main.nhn?code=038070,038070
668,엠에스씨,"4,880",40,-0.81%,500,859,"17,600",0.63,"37,272",7.31,13.76,https://finance.naver.com/item/main.nhn?code=009780,009780
682,동양이엔피,"10,600",100,+0.95%,500,833,"7,860",12.58,"57,342",3.48,11.69,https://finance.naver.com/item/main.nhn?code=079960,079960
691,배럴,"10,550",250,+2.43%,500,825,"7,818",3.05,"160,842",11.95,16.33,https://finance.naver.com/item/main.nhn?code=267790,267790
692,씨엠에스에듀,"4,395",45,+1.03%,500,819,"18,635",0.86,"103,755",13.40,15.29,https://finance.naver.com/item/main.nhn?code=225330,225330
693,컬러레이,"1,510",15,-0.98%,0,815,"54,000",73.50,"301,424",3.21,21.94,https://finance.naver.com/item/main.nhn?code=900310,900310
694,휴맥스,"3,410",35,+1.04%,500,815,"23,912",15.80,"132,034",4.16,5.04,https://finance.naver.com/item/main.nhn?code=115160,115160
695,신일제약,"7,470",130,-1.71%,500,814,"10,902",4.88,"90,286",11.22,7.39,https://finance.naver.com/item/main.nhn?code=012790,012790
697,티비씨,813,4,+0.49%,500,813,"100,000",0.00,"616,116",14.52,5.13,https://finance.naver.com/item/main.nhn?code=033830,033830
702,에이티넘인베스트,"1,680",0,0.00%,500,806,"48,000",3.39,"773,940",11.91,8.70,https://finance.naver.com/item/main.nhn?code=021080,021080
