N,종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE,Detail URL,CODE
78,CMG제약,"3,820",50,-1.29%,500,"5,306","138,892",6.15,"1,693,846",159.17,2.15,https://finance.naver.com/item/main.nhn?code=058820,058820
79,에코마케팅,"32,750","2,300",+7.55%,100,"5,305","16,199",3.27,"788,140",16.80,32.65,https://finance.naver.com/item/main.nhn?code=230360,230360
80,레고켐바이오,"48,700",500,-1.02%,500,"5,240","10,760",7.56,"91,810",43.02,12.61,https://finance.naver.com/item/main.nhn?code=141080,141080
81,엘앤씨바이오,"69,800","1,900",+2.80%,500,"5,137","7,359",3.03,"94,834",70.29,13.11,https://finance.naver.com/item/main.nhn?code=290650,290650
82,EDGC,"13,850","1,000",-6.73%,100,"5,010","36,173",6.15,"3,726,133",-51.11,-23.31,https://finance.naver.com/item/main.nhn?code=245620,245620
83,실리콘웍스,"30,150",400,+1.34%,500,"4,904","16,264",32.51,"131,941",12.72,8.39,https://finance.naver.com/item/main.nhn?code=108320,108320
84,코오롱티슈진,"8,010",0,0.00%,0,"4,896","61,118",7.11,0,-9.95,-40.73,https://finance.naver.com/item/main.nhn?code=950160,950160
85,코엔텍,"9,710",210,-2.12%,500,"4,855","50,000",10.28,"394,071",20.10,16.00,https://finance.naver.com/item/main.nhn?code=029960,029960
86,코웰패션,"5,450",70,-1.27%,500,"4,823","88,500",3.38,"330,668",9.60,22.72,https://finance.naver.com/item/main.nhn?code=033290,033290
87,에이스침대,"43,400",150,+0.35%,"1,000","4,813","11,090",3.40,"2,904",11.37,9.41,https://finance.naver.com/item/main.nhn?code=003800,003800
88,휴온스,"48,500",750,-1.52%,500,"4,792","9,881",13.61,"69,446",12.54,21.36,https://finance.naver.com/item/main.nhn?code=243070,243070
89,서진시스템,"26,450",400,-1.49%,500,"4,788","18,101",9.16,"319,321",9.84,20.25,https://finance.naver.com/item/main.nhn?code=178320,178320
90,레몬,"13,850",450,-3.15%,500,"4,778","34,500",0.11,"1,442,812",-45.41,-41.23,https://finance.naver.com/item/main.nhn?code=294140,294140
91,녹십자셀,"39,150",450,-1.14%,500,"4,742","12,111",6.57,"66,874",42.55,14.52,https://finance.naver.com/item/main.nhn?code=031390,031390
92,엘앤에프,"19,100",100,+0.53%,500,"4,729","24,759",10.76,"213,253",-52.62,-6.66,https://finance.naver.com/item/main.nhn?code=066970,066970
93,오스템임플란트,"32,900",550,+1.70%,500,"4,700","14,286",30.86,"191,979",-28.91,-17.24,https://finance.naver.com/item/main.nhn?code=048260,048260
94,서울바이오시스,"12,250",400,+3.38%,500,"4,682","38,224",0.00,"1,963,625",83.33,3.37,https://finance.naver.com/item/main.nhn?code=092190,092190
95,대아티아이,"6,390",210,+3.40%,100,"4,547","71,152",6.29,"12,315,841",213.00,2.32,https://finance.naver.com/item/main.nhn?code=045390,045390
96,유틸렉스,"61,000","1,700",-2.71%,500,"4,533","7,431",30.39,"99,718",-25.95,-24.42,https://finance.naver.com/item/main.nhn?code=263050,263050
97,한국아트라스비엑스,"49,100",200,+0.41%,"1,000","4,493","9,150",2.99,623,8.46,15.60,https://finance.naver.com/item/main.nhn?code=023890,023890
98,에코프로,"20,200",200,+1.00%,500,"4,462","22,090",11.11,"164,803",20.95,9.33,https://finance.naver.com/item/main.nhn?code=086520,086520
99,디오,"28,650",200,+0.70%,500,"4,448","15,524",17.83,"68,883",20.29,16.97,https://finance.naver.com/item/main.nhn?code=039840,039840
100,다원시스,"16,450",350,+2.17%,500,"4,430","26,932",4.67,"667,888",102.81,2.09,https://finance.naver.com/item/main.nhn?code=068240,068240
101,파트론,"8,040",60,-0.74%,500,"4,354","54,156",19.15,"762,602",7.14,18.71,https://finance.naver.com/item/main.nhn?code=091700,091700
102,녹십자랩셀,"41,250","2,350",-5.39%,500,"4,354","10,554",2.20,"279,811",N/A,N/A,https://finance.naver.com/item/main.nhn?code=144510,144510
103,상상인,"7,830",60,+0.77%,"1,000","4,332","55,328",7.56,"399,266",3.47,26.51,https://finance.naver.com/item/main.nhn?code=038540,038540
104,KH바텍,"18,500",200,+1.09%,500,"4,330","23,406",3.25,"481,872",-34.13,-6.36,https://finance.naver.com/item/main.nhn?code=060720,060720
105,에치에프알,"36,100",250,-0.69%,500,"4,326","11,982",0.88,"300,323",445.68,1.29,https://finance.naver.com/item/main.nhn?code=230240,230240
106,텔콘RF제약,"5,010",40,-0.79%,100,"4,277","85,377",16.24,"1,139,635",-7.89,-39.28,https://finance.naver.com/item/main.nhn?code=200230,200230
107,코오롱생명과학,"37,050","1,650",-4.26%,500,"4,228","11,412",1.92,"392,989",-4.58,-33.75,https://finance.naver.com/item/main.nhn?code=102940,102940
108,오이솔루션,"39,400",750,-1.87%,500,"4,186","10,624",4.31,"197,984",8.49,44.43,https://finance.naver.com/item/main.nhn?code=138080,138080
109,카페24,"44,100","1,150",-2.54%,500,"4,159","9,431",21.24,"205,421",62.11,5.91,https://finance.naver.com/item/main.nhn?code=042000,042000
110,에스앤에스텍,"20,950","1,350",+6.89%,500,"4,135","19,735",5.00,"1,980,526",40.92,12.00,https://finance.naver.com/item/main.nhn?code=101490,101490
111,메디포스트,"26,350",100,-0.38%,500,"4,115","15,618",9.01,"92,760",-29.15,-11.85,https://finance.naver.com/item/main.nhn?code=078160,078160
112,파마리서치프로덕트,"42,600","1,450",+3.52%,500,"4,101","9,628",1.92,"110,761",25.36,8.20,https://finance.naver.com/item/main.nhn?code=214450,214450
113,유진테크,"17,600",400,+2.33%,500,"4,033","22,916",14.74,"324,090",69.84,2.45,https://finance.naver.com/item/main.nhn?code=084370,084370
