N,종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE,Detail URL,CODE
13,현대모비스,"172,000","4,500",+2.69%,"5,000","163,494","95,055",45.77,"329,699",7.21,7.28,https://finance.naver.com/item/main.nhn?code=012330,012330
17,신한지주,"30,550",450,+1.50%,"5,000","147,383","482,432",63.83,"2,218,560",4.36,9.09,https://finance.naver.com/item/main.nhn?code=055550,055550
18,KB금융,"34,750",600,+1.76%,"5,000","144,493","415,808",65.99,"2,466,528",4.39,8.92,https://finance.naver.com/item/main.nhn?code=105560,105560
22,기아차,"29,650",400,+1.37%,"5,000","120,190","405,363",39.08,"1,869,831",6.58,6.50,https://finance.naver.com/item/main.nhn?code=000270,000270
31,하나금융지주,"27,600",250,+0.91%,"5,000","82,867","300,242",65.69,"2,331,929",3.46,8.77,https://finance.naver.com/item/main.nhn?code=086790,086790
46,기업은행,"7,900",180,+2.33%,"5,000","45,595","577,157",17.40,"4,380,146",3.30,7.36,https://finance.naver.com/item/main.nhn?code=024110,024110
53,현대건설,"35,050",750,+2.19%,"5,000","39,030","111,356",19.36,"1,024,646",9.59,6.30,https://finance.naver.com/item/main.nhn?code=000720,000720
54,현대글로비스,"101,500","2,100",+2.11%,500,"38,062","37,500",35.67,"162,155",7.58,11.25,https://finance.naver.com/item/main.nhn?code=086280,086280
55,미래에셋대우,"5,610",260,+4.86%,"5,000","36,932","658,316",14.20,"8,486,386",6.92,7.56,https://finance.naver.com/item/main.nhn?code=006800,006800
56,GS,"38,550",750,+1.98%,"5,000","35,819","92,915",22.03,"444,717",6.71,6.26,https://finance.naver.com/item/main.nhn?code=078930,078930
65,DB손해보험,"44,150",750,-1.67%,500,"31,258","70,800",40.26,"241,733",8.28,6.92,https://finance.naver.com/item/main.nhn?code=005830,005830
68,대림산업,"88,100",700,+0.80%,"5,000","30,659","34,800",40.46,"620,004",5.11,11.74,https://finance.naver.com/item/main.nhn?code=000210,000210
73,한국금융지주,"50,100","2,650",+5.58%,"5,000","27,919","55,726",40.19,"647,721",3.65,18.14,https://finance.naver.com/item/main.nhn?code=071050,071050
75,NH투자증권,"9,690",640,+7.07%,"5,000","27,269","281,409",14.94,"3,938,046",6.12,9.12,https://finance.naver.com/item/main.nhn?code=005940,005940
77,삼성증권,"30,100","1,700",+5.99%,"5,000","26,879","89,300",27.28,"1,416,506",6.86,8.15,https://finance.naver.com/item/main.nhn?code=016360,016360
78,한국타이어앤테크놀로지,"21,250",50,+0.24%,500,"26,323","123,875",38.56,"421,983",6.27,6.03,https://finance.naver.com/item/main.nhn?code=161390,161390
79,신세계,"265,000","1,500",+0.57%,"5,000","26,090","9,845",29.34,"153,467",4.96,14.24,https://finance.naver.com/item/main.nhn?code=004170,004170
85,두산밥캣,"23,500",550,+2.40%,500,"23,559","100,249",23.29,"663,509",8.66,7.05,https://finance.naver.com/item/main.nhn?code=241560,241560
87,현대해상,"26,100",350,-1.32%,500,"23,333","89,400",42.16,"274,656",8.67,6.23,https://finance.naver.com/item/main.nhn?code=001450,001450
88,금호석유,"76,400",0,0.00%,"5,000","23,277","30,468",30.80,"347,432",8.69,11.84,https://finance.naver.com/item/main.nhn?code=011780,011780
90,삼성엔지니어링,"11,500",450,+4.07%,"5,000","22,540","196,000",29.70,"3,118,089",7.70,24.62,https://finance.naver.com/item/main.nhn?code=028050,028050
92,휠라홀딩스,"34,800",250,-0.71%,"1,000","21,142","60,752",39.34,"554,824",7.97,23.81,https://finance.naver.com/item/main.nhn?code=081660,081660
94,GS건설,"25,300",0,0.00%,"5,000","20,265","80,098",29.04,"526,270",4.56,11.79,https://finance.naver.com/item/main.nhn?code=006360,006360
95,메리츠증권,"3,270",190,+6.17%,"1,000","20,186","617,311",14.99,"6,602,498",4.19,15.06,https://finance.naver.com/item/main.nhn?code=008560,008560
105,포스코인터내셔널,"14,200",300,+2.16%,"5,000","17,519","123,375",15.40,"432,659",8.37,7.06,https://finance.naver.com/item/main.nhn?code=047050,047050
113,키움증권,"75,000","2,300",+3.16%,"5,000","16,575","22,100",26.39,"149,206",5.25,16.97,https://finance.naver.com/item/main.nhn?code=039490,039490
115,BNK금융지주,"5,050",80,+1.61%,"5,000","16,460","325,935",49.26,"1,992,219",2.93,7.07,https://finance.naver.com/item/main.nhn?code=138930,138930
116,메리츠화재,"13,850",50,-0.36%,500,"15,745","113,680",12.00,"195,713",5.24,12.80,https://finance.naver.com/item/main.nhn?code=000060,000060
124,대우건설,"3,560",95,+2.74%,"5,000","14,796","415,623",13.11,"2,266,634",7.09,8.80,https://finance.naver.com/item/main.nhn?code=047040,047040
127,한전KPS,"32,450",450,+1.41%,200,"14,602","45,000",17.17,"112,629",9.52,14.98,https://finance.naver.com/item/main.nhn?code=051600,051600
128,메리츠금융지주,"9,930",130,+1.33%,500,"13,924","140,224",7.27,"57,406",3.50,15.26,https://finance.naver.com/item/main.nhn?code=138040,138040
135,HDC현대산업개발,"18,850","1,250",+7.10%,"5,000","12,424","65,907",18.85,"1,565,606",2.29,20.30,https://finance.naver.com/item/main.nhn?code=294870,294870
141,영원무역,"27,150",150,-0.55%,500,"12,031","44,311",24.24,"148,766",7.23,9.82,https://finance.naver.com/item/main.nhn?code=111770,111770
151,더블유게임즈,"58,000",0,0.00%,500,"10,594","18,266",12.18,"190,256",9.60,18.93,https://finance.naver.com/item/main.nhn?code=192080,192080
157,코리안리,"8,400",40,+0.48%,500,"10,111","120,369",30.24,"250,005",5.36,8.04,https://finance.naver.com/item/main.nhn?code=003690,003690
159,롯데정밀화학,"39,000","2,050",+5.55%,"5,000","10,062","25,800",24.26,"318,113",5.98,11.73,https://finance.naver.com/item/main.nhn?code=004000,004000
166,영풍,"521,000","9,000",+1.76%,"5,000","9,597","1,842",3.97,"2,275",4.12,7.40,https://finance.naver.com/item/main.nhn?code=000670,000670
168,JB금융지주,"4,835",145,+3.09%,"5,000","9,524","196,983",40.15,"1,084,529",2.79,10.36,https://finance.naver.com/item/main.nhn?code=175330,175330
176,대한유화,"140,500","4,000",-2.77%,"5,000","9,132","6,500",12.16,"146,619",8.59,6.11,https://finance.naver.com/item/main.nhn?code=006650,006650
180,두산인프라코어,"4,295",45,+1.06%,"5,000","8,941","208,161",12.01,"1,906,653",3.73,11.59,https://finance.naver.com/item/main.nhn?code=042670,042670
182,DGB금융지주,"5,270",120,+2.33%,"5,000","8,914","169,146",46.77,"1,824,365",2.72,7.31,https://finance.naver.com/item/main.nhn?code=139130,139130
202,대상,"21,900",500,-2.23%,"1,000","7,588","34,648",16.58,"191,141",7.36,11.17,https://finance.naver.com/item/main.nhn?code=001680,001680
205,다우기술,"16,400",550,+3.47%,500,"7,358","44,867",22.87,"251,431",3.97,14.62,https://finance.naver.com/item/main.nhn?code=023590,023590
208,SK가스,"76,400",0,0.00%,"5,000","7,052","9,230",6.46,"16,905",4.44,9.85,https://finance.naver.com/item/main.nhn?code=018670,018670
209,아주캐피탈,"12,250",100,+0.82%,"5,000","7,049","57,546",1.39,"28,564",6.94,12.97,https://finance.naver.com/item/main.nhn?code=033660,033660
210,두산,"40,350",300,-0.74%,"5,000","6,667","16,524",10.51,"107,481",2.21,23.52,https://finance.naver.com/item/main.nhn?code=000150,000150
215,에스엘,"13,250",200,+1.53%,500,"6,387","48,203",14.58,"91,291",6.90,7.25,https://finance.naver.com/item/main.nhn?code=005850,005850
218,쿠쿠홀딩스,"89,600","1,500",+1.70%,500,"6,373","7,112",4.78,"4,145",8.02,12.38,https://finance.naver.com/item/main.nhn?code=192400,192400
225,한섬,"24,400",100,-0.41%,500,"6,010","24,630",28.71,"101,591",7.05,8.37,https://finance.naver.com/item/main.nhn?code=020000,020000
237,효성티앤씨,"130,500","5,500",+4.40%,"5,000","5,648","4,328",12.48,"16,984",6.07,20.86,https://finance.naver.com/item/main.nhn?code=298020,298020
238,HDC,"9,370",380,+4.23%,"5,000","5,598","59,742",23.77,"508,955",2.18,12.58,https://finance.naver.com/item/main.nhn?code=012630,012630
239,영원무역홀딩스,"41,050",450,+1.11%,500,"5,597","13,636",23.80,"2,787",4.63,9.60,https://finance.naver.com/item/main.nhn?code=009970,009970
240,넥센타이어,"5,730",30,+0.53%,500,"5,596","97,668",8.87,"376,403",5.05,7.94,https://finance.naver.com/item/main.nhn?code=002350,002350
