N,종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE,Detail URL,CODE
54,현대글로비스,"101,500","2,100",+2.11%,500,"38,062","37,500",35.67,"162,155",7.58,11.25,https://finance.naver.com/item/main.nhn?code=086280,086280
56,GS,"38,550",750,+1.98%,"5,000","35,819","92,915",22.03,"444,717",6.71,6.26,https://finance.naver.com/item/main.nhn?code=078930,078930
77,삼성증권,"30,100","1,700",+5.99%,"5,000","26,879","89,300",27.28,"1,416,506",6.86,8.15,https://finance.naver.com/item/main.nhn?code=016360,016360
127,한전KPS,"32,450",450,+1.41%,200,"14,602","45,000",17.17,"112,629",9.52,14.98,https://finance.naver.com/item/main.nhn?code=051600,051600
151,더블유게임즈,"58,000",0,0.00%,500,"10,594","18,266",12.18,"190,256",9.60,18.93,https://finance.naver.com/item/main.nhn?code=192080,192080
159,롯데정밀화학,"39,000","2,050",+5.55%,"5,000","10,062","25,800",24.26,"318,113",5.98,11.73,https://finance.naver.com/item/main.nhn?code=004000,004000
209,아주캐피탈,"12,250",100,+0.82%,"5,000","7,049","57,546",1.39,"28,564",6.94,12.97,https://finance.naver.com/item/main.nhn?code=033660,033660
237,효성티앤씨,"130,500","5,500",+4.40%,"5,000","5,648","4,328",12.48,"16,984",6.07,20.86,https://finance.naver.com/item/main.nhn?code=298020,298020
239,영원무역홀딩스,"41,050",450,+1.11%,500,"5,597","13,636",23.80,"2,787",4.63,9.60,https://finance.naver.com/item/main.nhn?code=009970,009970
297,우리종금,581,25,+4.50%,500,"3,917","674,203",1.95,"12,194,743",7.35,15.63,https://finance.naver.com/item/main.nhn?code=010050,010050
367,유나이티드제약,"17,650",150,+0.86%,500,"2,865","16,232",14.12,"134,672",9.26,12.79,https://finance.naver.com/item/main.nhn?code=033270,033270
419,S&T홀딩스,"14,250",200,-1.38%,500,"2,323","16,304",10.37,"6,849",3.72,8.78,https://finance.naver.com/item/main.nhn?code=036530,036530
447,코오롱글로벌,"7,850",200,+2.61%,"5,000","1,979","25,210",1.99,"130,918",4.11,10.74,https://finance.naver.com/item/main.nhn?code=003070,003070
468,동부건설,"8,460",120,+1.44%,"5,000","1,847","21,829",2.92,"80,786",3.02,15.30,https://finance.naver.com/item/main.nhn?code=005960,005960
491,KSS해운,"7,300",120,+1.67%,500,"1,693","23,186",7.54,"94,861",7.29,8.79,https://finance.naver.com/item/main.nhn?code=044450,044450
497,삼양통상,"54,000",100,+0.19%,"5,000","1,620","3,000",6.37,"5,877",3.67,14.22,https://finance.naver.com/item/main.nhn?code=002170,002170
