N,종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE,Detail URL,CODE
10,현대차,"93,600",400,+0.43%,"5,000","199,993","213,668",34.11,"1,182,577",8.70,4.32,https://finance.naver.com/item/main.nhn?code=005380,005380
13,현대모비스,"172,000","4,500",+2.69%,"5,000","163,494","95,055",45.77,"329,699",7.21,7.28,https://finance.naver.com/item/main.nhn?code=012330,012330
14,POSCO,"184,500","7,000",+3.94%,"5,000","160,860","87,187",50.57,"611,739",8.77,4.18,https://finance.naver.com/item/main.nhn?code=005490,005490
17,신한지주,"30,550",450,+1.50%,"5,000","147,383","482,432",63.83,"2,218,560",4.36,9.09,https://finance.naver.com/item/main.nhn?code=055550,055550
18,KB금융,"34,750",600,+1.76%,"5,000","144,493","415,808",65.99,"2,466,528",4.39,8.92,https://finance.naver.com/item/main.nhn?code=105560,105560
22,기아차,"29,650",400,+1.37%,"5,000","120,190","405,363",39.08,"1,869,831",6.58,6.50,https://finance.naver.com/item/main.nhn?code=000270,000270
23,KT&G,"81,100",800,+1.00%,"5,000","111,344","137,292",45.78,"484,681",10.74,12.39,https://finance.naver.com/item/main.nhn?code=033780,033780
24,LG,"62,000",500,-0.80%,"5,000","106,985","172,557",34.78,"304,485",10.10,5.87,https://finance.naver.com/item/main.nhn?code=003550,003550
26,삼성생명,"49,100",300,-0.61%,500,"98,200","200,000",13.49,"747,050",10.05,3.26,https://finance.naver.com/item/main.nhn?code=032830,032830
28,삼성화재,"190,500",500,-0.26%,500,"90,249","47,375",47.49,"98,102",14.98,4.85,https://finance.naver.com/item/main.nhn?code=000810,000810
31,하나금융지주,"27,600",250,+0.91%,"5,000","82,867","300,242",65.69,"2,331,929",3.46,8.77,https://finance.naver.com/item/main.nhn?code=086790,086790
34,롯데케미칼,"215,500","6,500",-2.93%,"5,000","73,864","34,275",29.23,"254,931",10.33,5.51,https://finance.naver.com/item/main.nhn?code=011170,011170
35,고려아연,"386,000",500,-0.13%,"5,000","72,838","18,870",23.29,"49,989",11.51,9.76,https://finance.naver.com/item/main.nhn?code=010130,010130
36,KT,"23,850",300,+1.27%,"5,000","62,275","261,112",46.38,"846,742",10.06,4.61,https://finance.naver.com/item/main.nhn?code=030200,030200
39,LG유플러스,"13,350",300,+2.30%,"5,000","58,288","436,611",36.13,"1,689,495",13.28,6.30,https://finance.naver.com/item/main.nhn?code=032640,032640
46,기업은행,"7,900",180,+2.33%,"5,000","45,595","577,157",17.40,"4,380,146",3.30,7.36,https://finance.naver.com/item/main.nhn?code=024110,024110
47,코웨이,"61,400","1,600",+2.68%,500,"45,313","73,800",60.31,"415,285",13.61,30.74,https://finance.naver.com/item/main.nhn?code=021240,021240
53,현대건설,"35,050",750,+2.19%,"5,000","39,030","111,356",19.36,"1,024,646",9.59,6.30,https://finance.naver.com/item/main.nhn?code=000720,000720
54,현대글로비스,"101,500","2,100",+2.11%,500,"38,062","37,500",35.67,"162,155",7.58,11.25,https://finance.naver.com/item/main.nhn?code=086280,086280
55,미래에셋대우,"5,610",260,+4.86%,"5,000","36,932","658,316",14.20,"8,486,386",6.92,7.56,https://finance.naver.com/item/main.nhn?code=006800,006800
56,GS,"38,550",750,+1.98%,"5,000","35,819","92,915",22.03,"444,717",6.71,6.26,https://finance.naver.com/item/main.nhn?code=078930,078930
57,삼성카드,"30,000","1,450",+5.08%,"5,000","34,758","115,859",10.81,"365,773",10.10,5.04,https://finance.naver.com/item/main.nhn?code=029780,029780
65,DB손해보험,"44,150",750,-1.67%,500,"31,258","70,800",40.26,"241,733",8.28,6.92,https://finance.naver.com/item/main.nhn?code=005830,005830
68,대림산업,"88,100",700,+0.80%,"5,000","30,659","34,800",40.46,"620,004",5.11,11.74,https://finance.naver.com/item/main.nhn?code=000210,000210
73,한국금융지주,"50,100","2,650",+5.58%,"5,000","27,919","55,726",40.19,"647,721",3.65,18.14,https://finance.naver.com/item/main.nhn?code=071050,071050
75,NH투자증권,"9,690",640,+7.07%,"5,000","27,269","281,409",14.94,"3,938,046",6.12,9.12,https://finance.naver.com/item/main.nhn?code=005940,005940
77,삼성증권,"30,100","1,700",+5.99%,"5,000","26,879","89,300",27.28,"1,416,506",6.86,8.15,https://finance.naver.com/item/main.nhn?code=016360,016360
78,한국타이어앤테크놀로지,"21,250",50,+0.24%,500,"26,323","123,875",38.56,"421,983",6.27,6.03,https://finance.naver.com/item/main.nhn?code=161390,161390
79,신세계,"265,000","1,500",+0.57%,"5,000","26,090","9,845",29.34,"153,467",4.96,14.24,https://finance.naver.com/item/main.nhn?code=004170,004170
82,한국항공우주,"25,650",150,+0.59%,"5,000","25,002","97,475",16.57,"1,124,708",14.67,15.84,https://finance.naver.com/item/main.nhn?code=047810,047810
84,CJ,"81,000",500,-0.61%,"5,000","23,633","29,177",17.76,"77,594",10.81,6.24,https://finance.naver.com/item/main.nhn?code=001040,001040
85,두산밥캣,"23,500",550,+2.40%,500,"23,559","100,249",23.29,"663,509",8.66,7.05,https://finance.naver.com/item/main.nhn?code=241560,241560
87,현대해상,"26,100",350,-1.32%,500,"23,333","89,400",42.16,"274,656",8.67,6.23,https://finance.naver.com/item/main.nhn?code=001450,001450
88,금호석유,"76,400",0,0.00%,"5,000","23,277","30,468",30.80,"347,432",8.69,11.84,https://finance.naver.com/item/main.nhn?code=011780,011780
90,삼성엔지니어링,"11,500",450,+4.07%,"5,000","22,540","196,000",29.70,"3,118,089",7.70,24.62,https://finance.naver.com/item/main.nhn?code=028050,028050
92,휠라홀딩스,"34,800",250,-0.71%,"1,000","21,142","60,752",39.34,"554,824",7.97,23.81,https://finance.naver.com/item/main.nhn?code=081660,081660
93,제일기획,"17,700",100,+0.57%,200,"20,362","115,041",31.22,"745,780",14.75,15.09,https://finance.naver.com/item/main.nhn?code=030000,030000
94,GS건설,"25,300",0,0.00%,"5,000","20,265","80,098",29.04,"526,270",4.56,11.79,https://finance.naver.com/item/main.nhn?code=006360,006360
95,메리츠증권,"3,270",190,+6.17%,"1,000","20,186","617,311",14.99,"6,602,498",4.19,15.06,https://finance.naver.com/item/main.nhn?code=008560,008560
101,팬오션,"3,445",45,+1.32%,"1,000","18,416","534,569",10.83,"1,554,094",12.13,5.49,https://finance.naver.com/item/main.nhn?code=028670,028670
105,포스코인터내셔널,"14,200",300,+2.16%,"5,000","17,519","123,375",15.40,"432,659",8.37,7.06,https://finance.naver.com/item/main.nhn?code=047050,047050
107,동서,"17,300",50,+0.29%,500,"17,248","99,700",5.72,"138,192",12.60,10.53,https://finance.naver.com/item/main.nhn?code=026960,026960
110,현대백화점,"72,700","2,500",-3.32%,"5,000","17,014","23,402",26.73,"173,262",8.76,4.64,https://finance.naver.com/item/main.nhn?code=069960,069960
113,키움증권,"75,000","2,300",+3.16%,"5,000","16,575","22,100",26.39,"149,206",5.25,16.97,https://finance.naver.com/item/main.nhn?code=039490,039490
114,F&F,"107,000","2,500",-2.28%,500,"16,478","15,400",12.72,"78,643",14.95,25.13,https://finance.naver.com/item/main.nhn?code=007700,007700
115,BNK금융지주,"5,050",80,+1.61%,"5,000","16,460","325,935",49.26,"1,992,219",2.93,7.07,https://finance.naver.com/item/main.nhn?code=138930,138930
116,메리츠화재,"13,850",50,-0.36%,500,"15,745","113,680",12.00,"195,713",5.24,12.80,https://finance.naver.com/item/main.nhn?code=000060,000060
124,대우건설,"3,560",95,+2.74%,"5,000","14,796","415,623",13.11,"2,266,634",7.09,8.80,https://finance.naver.com/item/main.nhn?code=047040,047040
125,효성,"69,800","2,100",-2.92%,"5,000","14,708","21,071",8.13,"126,213",14.18,4.25,https://finance.naver.com/item/main.nhn?code=004800,004800
127,한전KPS,"32,450",450,+1.41%,200,"14,602","45,000",17.17,"112,629",9.52,14.98,https://finance.naver.com/item/main.nhn?code=051600,051600
128,메리츠금융지주,"9,930",130,+1.33%,500,"13,924","140,224",7.27,"57,406",3.50,15.26,https://finance.naver.com/item/main.nhn?code=138040,138040
131,한화에어로스페이스,"26,900",500,-1.82%,"5,000","13,619","50,630",18.44,"796,729",10.53,5.45,https://finance.naver.com/item/main.nhn?code=012450,012450
135,HDC현대산업개발,"18,850","1,250",+7.10%,"5,000","12,424","65,907",18.85,"1,565,606",2.29,20.30,https://finance.naver.com/item/main.nhn?code=294870,294870
140,지누스,"84,900","1,300",-1.51%,500,"12,062","14,207",12.90,"145,007",14.98,26.32,https://finance.naver.com/item/main.nhn?code=013890,013890
141,영원무역,"27,150",150,-0.55%,500,"12,031","44,311",24.24,"148,766",7.23,9.82,https://finance.naver.com/item/main.nhn?code=111770,111770
142,DB하이텍,"26,750",700,+2.69%,"5,000","11,877","44,399",32.92,"1,062,076",11.38,17.40,https://finance.naver.com/item/main.nhn?code=000990,000990
