N,종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE,Detail URL,CODE
23,에스에프에이,"34,950",400,+1.16%,500,"12,550","35,909",21.40,"176,015",9.51,15.90,https://finance.naver.com/item/main.nhn?code=056190,056190
77,엠씨넥스,"29,750",100,+0.34%,500,"5,314","17,863",17.19,"428,498",6.21,47.71,https://finance.naver.com/item/main.nhn?code=097520,097520
103,상상인,"7,830",60,+0.77%,"1,000","4,332","55,328",7.56,"399,266",3.47,26.51,https://finance.naver.com/item/main.nhn?code=038540,038540
209,슈프리마,"34,250",600,+1.78%,500,"2,464","7,193",7.93,"295,864",9.40,21.18,https://finance.naver.com/item/main.nhn?code=236200,236200
241,코미코,"24,900",850,+3.53%,500,"2,185","8,775",27.67,"43,463",9.90,21.04,https://finance.naver.com/item/main.nhn?code=183300,183300
257,펌텍코리아,"16,600",650,+4.08%,500,"2,058","12,400",0.60,"212,374",9.99,18.07,https://finance.naver.com/item/main.nhn?code=251970,251970
306,대한약품,"29,750",100,+0.34%,500,"1,785","6,000",14.61,"13,713",6.34,18.34,https://finance.naver.com/item/main.nhn?code=023910,023910
333,에프에스티,"8,010",140,+1.78%,500,"1,621","20,234",2.47,"409,197",8.87,17.52,https://finance.naver.com/item/main.nhn?code=036810,036810
377,KMH,"6,480",530,+8.91%,500,"1,469","22,668",2.49,"491,251",9.70,7.13,https://finance.naver.com/item/main.nhn?code=122450,122450
396,리드코프,"5,380",60,+1.13%,500,"1,423","26,446",10.10,"115,113",3.51,11.57,https://finance.naver.com/item/main.nhn?code=012700,012700
407,대한뉴팜,"9,740",10,-0.10%,500,"1,398","14,355",1.47,"107,531",9.17,29.27,https://finance.naver.com/item/main.nhn?code=054670,054670
442,제노레이,"8,720",130,-1.47%,500,"1,269","14,554",5.15,"628,782",8.94,25.33,https://finance.naver.com/item/main.nhn?code=122310,122310
476,GRT,"1,770",5,+0.28%,0,"1,193","67,375",68.31,"271,966",1.80,15.94,https://finance.naver.com/item/main.nhn?code=900290,900290
584,크리스탈신소재,"1,465",25,-1.68%,0,993,"67,784",24.34,"1,175,458",4.39,9.01,https://finance.naver.com/item/main.nhn?code=900250,900250
693,컬러레이,"1,510",15,-0.98%,0,815,"54,000",73.50,"301,424",3.21,21.94,https://finance.naver.com/item/main.nhn?code=900310,900310
820,윈팩,"1,785",75,+4.39%,500,665,"37,251",1.41,"1,503,446",7.03,22.07,https://finance.naver.com/item/main.nhn?code=097800,097800
827,오가닉티코스메틱,"1,155",75,-6.10%,0,657,"56,925",29.20,"4,943,229",1.79,19.43,https://finance.naver.com/item/main.nhn?code=900300,900300
831,헝셩그룹,815,12,-1.45%,0,652,"80,000",31.21,"1,705,372",2.09,10.82,https://finance.naver.com/item/main.nhn?code=900270,900270
862,인포바인,"19,550",300,+1.56%,500,624,"3,193",16.39,"1,330",6.94,11.00,https://finance.naver.com/item/main.nhn?code=115310,115310
1055,케이디켐,"11,300",0,0.00%,500,456,"4,035",0.24,"2,473",6.09,10.02,https://finance.naver.com/item/main.nhn?code=221980,221980
